Type,Country,Quantity (kg),Value (US$),Year
Vinhos de mesa,México,,,2003
Vinhos de mesa,Moldávia,,,2003
Vinhos de mesa,Montenegro,,,2003
Vinhos de mesa,Noruega,,,2003
Vinhos de mesa,Nova Zelândia,21139.0,153081.0,2003
Vinhos de mesa,Países Baixos (Holanda),,,2003
Vinhos de mesa,Panamá,,,2003
Vinhos de mesa,Paraguai,,,2003
Vinhos de mesa,Peru,,,2003
Vinhos de mesa,Porto Rico,,,2003
Vinhos de mesa,Portugal,3344190.0,9649346.0,2003
Vinhos de mesa,Reino Unido,,,2003
Vinhos de mesa,Republica Dominicana,,,2003
Vinhos de mesa,Romênia,,,2003
Vinhos de mesa,Rússia,,,2003
Vinhos de mesa,San Marino,,,2003
Vinhos de mesa,Sérvia,,,2003
Vinhos de mesa,Síria,,,2003
Vinhos de mesa,Suazilândia,,,2003
Vinhos de mesa,Suíça,1900.0,3522.0,2003
Vinhos de mesa,"Tcheca, República",,,2003
Vinhos de mesa,Tunísia,,,2003
Vinhos de mesa,Turquia,,,2003
Vinhos de mesa,Ucrânia,,,2003
Vinhos de mesa,Uruguai,1096094.0,1630471.0,2003
Vinhos de mesa,Não consta na tabela,,,2003
Vinhos de mesa,Não declarados,,,2003
Vinhos de mesa,Outros,,,2003
Vinhos de mesa,Total,26789130.0,57347812.0,2003
Uvas frescas,Argélia,,,2004
Uvas frescas,Argentina,3344442.0,2027559.0,2004
Uvas frescas,Brasil,,,2004
Uvas frescas,Chile,2704764.0,1994691.0,2004
Uvas frescas,Colômbia,,,2004
Uvas frescas,Egito,,,2004
Uvas frescas,Espanha,7682.0,11128.0,2004
Uvas frescas,Estados Unidos,14655.0,17500.0,2004
Uvas frescas,Grécia,,,2004
Uvas frescas,Itália,,,2004
Uvas frescas,México,,,2004
Uvas frescas,Peru,,,2004
Uvas frescas,Paraguai,,,2004
Uvas frescas,Portugal,,,2004
Uvas frescas,Panamá,,,2004
Uvas frescas,Reino Unido,,,2004
Uvas frescas,Uruguai,,,2004
Uvas frescas,Venezuela,,,2004
Uvas frescas,Não consta na tabela,,,2004
Uvas frescas,Outros,,,2004
Uvas frescas,Total,6071543.0,4050878.0,2004
Uvas passas,Afeganistão,,,2007
Uvas passas,África do Sul,99500.0,215677.0,2007
Uvas passas,"Alemanha, República Democrática",,,2007
Uvas passas,Arábia Saudita,,,2007
Uvas passas,Argentina,15203133.0,19187668.0,2007
Uvas passas,Austrália,,,2007
Uvas passas,Bélgica,,,2007
Uvas passas,Chile,1239130.0,1415636.0,2007
Uvas passas,China,,,2007
Uvas passas,China Continental,148000.0,250669.0,2007
Uvas passas,Cingapura,,,2007
Uvas passas,Costa Rica,,,2007
Uvas passas,Emirados,,,2007
Uvas passas,Egito,,,2007
Uvas passas,Espanha,,,2007
Uvas passas,Estados Unidos,370796.0,780250.0,2007
Uvas passas,França,,,2007
Uvas passas,Grécia,,,2007
Uvas passas,Guiana Britânica,,,2007
Uvas passas,Índia,,,2007
Uvas passas,Irã,1040345.0,1679789.0,2007
Uvas passas,Itália,2075.0,6600.0,2007
Uvas passas,Japão,,,2007
Uvas passas,México,,,2007
Uvas passas,Países Baixos,,,2007
Uvas passas,Paraguai,,,2007
Uvas passas,Peru,,,2007
Uvas passas,Portugal,,,2007
Uvas passas,Reino Unido,,,2007
Uvas passas,Suécia,,,2007
Uvas passas,Turquia,792250.0,911049.0,2007
Uvas passas,Uruguai,,,2007
Uvas passas,Uzbequistão,,,2007
Uvas passas,Venezuela,,,2007
Uvas passas,Não consta na tabela,,,2007
Uvas passas,Outros,,,2007
Uvas passas,Total,18895229.0,24447338.0,2007
Uvas passas,Afeganistão,125000.0,179545.0,2015
Uvas passas,África do Sul,1418063.0,3278109.0,2015
Uvas passas,"Alemanha, República Democrática",,,2015
Uvas passas,Arábia Saudita,,,2015
Uvas passas,Argentina,20905602.0,32341307.0,2015
Uvas passas,Austrália,,,2015
Uvas passas,Bélgica,,,2015
Uvas passas,Chile,747700.0,1522661.0,2015
Uvas passas,China,,,2015
Uvas passas,China Continental,,,2015
Uvas passas,Cingapura,,,2015
Uvas passas,Costa Rica,,,2015
Uvas passas,Emirados,40000.0,95856.0,2015
Uvas passas,Egito,,,2015
Uvas passas,Espanha,,,2015
Uvas passas,Estados Unidos,350138.0,1034494.0,2015
Uvas passas,França,658.0,4705.0,2015
Uvas passas,Grécia,,,2015
Uvas passas,Guiana Britânica,,,2015
Uvas passas,Índia,57000.0,60717.0,2015
Uvas passas,Irã,184500.0,418722.0,2015
Uvas passas,Itália,,,2015
Uvas passas,Japão,,,2015
Uvas passas,México,,,2015
Uvas passas,Países Baixos,,,2015
Uvas passas,Paraguai,,,2015
Uvas passas,Peru,,,2015
Uvas passas,Portugal,250.0,445.0,2015
Uvas passas,Reino Unido,25.0,426.0,2015
Uvas passas,Suécia,,,2015
Uvas passas,Turquia,1006000.0,1666760.0,2015
Uvas passas,Uruguai,,,2015
Uvas passas,Uzbequistão,,,2015
Uvas passas,Venezuela,,,2015
Uvas passas,Não consta na tabela,,,2015
Uvas passas,Outros,,,2015
Uvas passas,Total,24834936.0,40603747.0,2015
Uvas passas,Afeganistão,,,2016
Uvas passas,África do Sul,617500.0,1487082.0,2016
Uvas passas,"Alemanha, República Democrática",,,2016
Uvas passas,Arábia Saudita,,,2016
Uvas passas,Argentina,23280908.0,34643821.0,2016
Uvas passas,Austrália,,,2016
Uvas passas,Bélgica,,,2016
Uvas passas,Chile,365670.0,613554.0,2016
Uvas passas,China,,,2016
Uvas passas,China Continental,,,2016
Uvas passas,Cingapura,,,2016
Uvas passas,Costa Rica,,,2016
Uvas passas,Emirados,,,2016
Uvas passas,Egito,,,2016
Uvas passas,Espanha,,,2016
Uvas passas,Estados Unidos,236134.0,636045.0,2016
Uvas passas,França,,,2016
Uvas passas,Grécia,4000.0,9248.0,2016
Uvas passas,Guiana Britânica,,,2016
Uvas passas,Índia,162000.0,346815.0,2016
Uvas passas,Irã,493000.0,1113453.0,2016
Uvas passas,Itália,,,2016
Uvas passas,Japão,,,2016
Uvas passas,México,,,2016
Uvas passas,Países Baixos,,,2016
Uvas passas,Paraguai,,,2016
Uvas passas,Peru,,,2016
Uvas passas,Portugal,,,2016
Uvas passas,Reino Unido,21.0,402.0,2016
Uvas passas,Suécia,,,2016
Uvas passas,Turquia,2386092.0,3162573.0,2016
Uvas passas,Uruguai,,,2016
Uvas passas,Uzbequistão,,,2016
Uvas passas,Venezuela,,,2016
Uvas passas,Não consta na tabela,,,2016
Uvas passas,Outros,,,2016
Uvas passas,Total,27545325.0,42012993.0,2016
Suco de uva,Africa do Sul,7154.0,5841.0,2016
Suco de uva,Alemanha,6540.0,75902.0,2016
Suco de uva,Argentina,59028.0,80898.0,2016
Suco de uva,Austria,,,2016
Suco de uva,Canadá,,,2016
Suco de uva,"Coreia do Sul, República",30022.0,44524.0,2016
Suco de uva,"Coreia do Norte, República",,,2016
Suco de uva,Chile,94940.0,183525.0,2016
Suco de uva,China,,,2016
Suco de uva,Dinamarca,,,2016
Suco de uva,Espanha,,,2016
Suco de uva,Estados Unidos,68730.0,108205.0,2016
Suco de uva,França,,,2016
Suco de uva,Guiana,,,2016
Suco de uva,Israel,1200.0,1656.0,2016
Suco de uva,itália,774.0,1594.0,2016
Suco de uva,Japão,,,2016
Suco de uva,Líbano,,,2016
Suco de uva,México,,,2016
Suco de uva,Países Baixos,,,2016
Suco de uva,Panamá,,,2016
Suco de uva,Peru,10238.0,8908.0,2016
Suco de uva,Portugal,,,2016
Suco de uva,Reino Unido,,,2016
Suco de uva,Taiwan,,,2016
Suco de uva,Turquia,,,2016
Suco de uva,Uruguai,,,2016
Suco de uva,Venezuela,,,2016
Suco de uva,Outros,,,2016
Suco de uva,Total,278626.0,511053.0,2016
Vinhos de mesa,Africa do Sul,1138732.0,3241298.0,2017
Vinhos de mesa,Alemanha,83289.0,315959.0,2017
Vinhos de mesa,Argélia,,,2017
Vinhos de mesa,Arábia Saudita,,,2017
Vinhos de mesa,Argentina,15461740.0,51770842.0,2017
Vinhos de mesa,Armênia,,,2017
Vinhos de mesa,Austrália,354641.0,1246545.0,2017
Vinhos de mesa,Áustria,2655.0,24629.0,2017
Vinhos de mesa,Bermudas,,,2017
Vinhos de mesa,Bélgica,4376.0,45221.0,2017
Vinhos de mesa,Bolívia,,,2017
Vinhos de mesa,Bósnia-Herzegovina,,,2017
Vinhos de mesa,Brasil,845617.0,260135.0,2017
Vinhos de mesa,Bulgária,35284.0,68234.0,2017
Vinhos de mesa,Canada,,,2017
Vinhos de mesa,Chile,51787643.0,145628860.0,2017
Vinhos de mesa,China,1000.0,613.0,2017
Vinhos de mesa,"Coreia do Sul, República",,,2017
Vinhos de mesa,Croácia,,,2017
Vinhos de mesa,Cuba,,,2017
Vinhos de mesa,Emirados Árabes Unidos,,,2017
Vinhos de mesa,Eslovênia,,,2017
Vinhos de mesa,Eslováquia,21424.0,64828.0,2017
Vinhos de mesa,Espanha,7240535.0,19834451.0,2017
Vinhos de mesa,Estados Unidos,1372347.0,4110641.0,2017
Vinhos de mesa,França,5921728.0,25280255.0,2017
Vinhos de mesa,Geórgia,,,2017
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,2017
Vinhos de mesa,Grécia,40775.0,139486.0,2017
Vinhos de mesa,Hong Kong,,,2017
Vinhos de mesa,Hungria,23813.0,168353.0,2017
Vinhos de mesa,Indonésia,,,2017
Vinhos de mesa,Irlanda,,,2017
Vinhos de mesa,Israel,37302.0,120463.0,2017
Vinhos de mesa,Itália,11538990.0,33707111.0,2017
Vinhos de mesa,Japão,,,2017
Vinhos de mesa,Iugoslávia,,,2017
Vinhos de mesa,Líbano,12737.0,93480.0,2017
Vinhos de mesa,Luxemburgo,,,2017
Vinhos de mesa,Macedônia,,,2017
Vinhos de mesa,Marrocos,,,2017
Vinhos de mesa,México,,,2017
Vinhos de mesa,Moldávia,,,2017
Vinhos de mesa,Montenegro,,,2017
Vinhos de mesa,Noruega,5.0,27.0,2017
Vinhos de mesa,Nova Zelândia,31379.0,248412.0,2017
Vinhos de mesa,Países Baixos (Holanda),,,2017
Vinhos de mesa,Panamá,,,2017
Vinhos de mesa,Paraguai,,,2017
Vinhos de mesa,Peru,,,2017
Vinhos de mesa,Porto Rico,,,2017
Vinhos de mesa,Portugal,17345709.0,45032247.0,2017
Vinhos de mesa,Reino Unido,16.0,1033.0,2017
Vinhos de mesa,Republica Dominicana,,,2017
Vinhos de mesa,Romênia,18509.0,52150.0,2017
Vinhos de mesa,Rússia,,,2017
Vinhos de mesa,San Marino,,,2017
Vinhos de mesa,Sérvia,,,2017
Vinhos de mesa,Síria,398.0,269.0,2017
Vinhos de mesa,Suazilândia,,,2017
Vinhos de mesa,Suíça,138.0,2873.0,2017
Vinhos de mesa,"Tcheca, República",,,2017
Vinhos de mesa,Tunísia,,,2017
Vinhos de mesa,Turquia,,,2017
Vinhos de mesa,Ucrânia,865.0,931.0,2017
Vinhos de mesa,Uruguai,5009098.0,7751966.0,2017
Vinhos de mesa,Não consta na tabela,,,2017
Vinhos de mesa,Não declarados,,,2017
Vinhos de mesa,Outros,,,2017
Vinhos de mesa,Total,118330745.0,339211312.0,2017
Espumantes,Africa do Sul,4913.0,23919.0,2017
Espumantes,Alemanha,4819.0,37116.0,2017
Espumantes,Argentina,661857.0,2249681.0,2017
Espumantes,Austrália,19198.0,51731.0,2017
Espumantes,Áustria,,,2017
Espumantes,Bermudas,,,2017
Espumantes,Bahamas,519.0,11136.0,2017
Espumantes,Bélgica,923.0,50574.0,2017
Espumantes,Brasil,6166.0,180512.0,2017
Espumantes,Bulgária,3.0,716.0,2017
Espumantes,Canada,,,2017
Espumantes,Chile,304391.0,1350744.0,2017
Espumantes,Croácia,,,2017
Espumantes,Cuba,,,2017
Espumantes,Emirados Árabes Unidos,,,2017
Espumantes,Eslovênia,2093.0,10110.0,2017
Espumantes,Espanha,1493908.0,5592839.0,2017
Espumantes,Estados Unidos,8408.0,226792.0,2017
Espumantes,França,1778528.0,14966946.0,2017
Espumantes,Geórgia,,,2017
Espumantes,Granada,,,2017
Espumantes,Grécia,156.0,277.0,2017
Espumantes,Hong Kong,,,2017
Espumantes,Hungria,1624.0,6960.0,2017
Espumantes,Indonésia,,,2017
Espumantes,Irlanda,,,2017
Espumantes,Israel,,,2017
Espumantes,Itália,3065767.0,5635842.0,2017
Espumantes,Japão,,,2017
Espumantes,Luxemburgo,,,2017
Espumantes,México,,,2017
Espumantes,Moldávia,,,2017
Espumantes,Nova Zelândia,,,2017
Espumantes,Países Baixos,,,2017
Espumantes,Panamá,,,2017
Espumantes,Peru,,,2017
Espumantes,Portugal,123786.0,492083.0,2017
Espumantes,Reino Unido,350.0,2424.0,2017
Espumantes,Romênia,,,2017
Espumantes,Suíça,,,2017
Espumantes,Tunísia,,,2017
Espumantes,Ucrânia,,,2017
Espumantes,Uruguai,1080.0,7920.0,2017
Espumantes,Não consta na tabela,,,2017
Espumantes,Não declarados,,,2017
Espumantes,Outros,,,2017
Espumantes,Total,7478489.0,30898322.0,2017
Uvas passas,Afeganistão,,,2017
Uvas passas,África do Sul,370500.0,942442.0,2017
Uvas passas,"Alemanha, República Democrática",,,2017
Uvas passas,Arábia Saudita,,,2017
Uvas passas,Argentina,19742996.0,34422405.0,2017
Uvas passas,Austrália,,,2017
Uvas passas,Bélgica,,,2017
Uvas passas,Chile,483305.0,971604.0,2017
Uvas passas,China,,,2017
Uvas passas,China Continental,53000.0,65028.0,2017
Uvas passas,Cingapura,,,2017
Uvas passas,Costa Rica,,,2017
Uvas passas,Emirados,,,2017
Uvas passas,Egito,,,2017
Uvas passas,Espanha,,,2017
Uvas passas,Estados Unidos,257670.0,671036.0,2017
Uvas passas,França,,,2017
Uvas passas,Grécia,1950.0,4287.0,2017
Uvas passas,Guiana Britânica,,,2017
Uvas passas,Índia,397130.0,476398.0,2017
Uvas passas,Irã,1194500.0,1975882.0,2017
Uvas passas,Itália,,,2017
Uvas passas,Japão,,,2017
Uvas passas,México,,,2017
Uvas passas,Países Baixos,,,2017
Uvas passas,Paraguai,,,2017
Uvas passas,Peru,10.0,10.0,2017
Uvas passas,Portugal,,,2017
Uvas passas,Reino Unido,66.0,1494.0,2017
Uvas passas,Suécia,,,2017
Uvas passas,Turquia,2834805.0,4001169.0,2017
Uvas passas,Uruguai,,,2017
Uvas passas,Uzbequistão,,,2017
Uvas passas,Venezuela,,,2017
Uvas passas,Não consta na tabela,,,2017
Uvas passas,Outros,,,2017
Uvas passas,Total,25335932.0,43531755.0,2017
Suco de uva,Africa do Sul,22029.0,17551.0,2017
Suco de uva,Alemanha,,,2017
Suco de uva,Argentina,72900.0,90518.0,2017
Suco de uva,Austria,1333.0,1467.0,2017
Suco de uva,Canadá,,,2017
Suco de uva,"Coreia do Sul, República",28927.0,41276.0,2017
Suco de uva,"Coreia do Norte, República",,,2017
Suco de uva,Chile,,,2017
Suco de uva,China,2475.0,2098.0,2017
Suco de uva,Dinamarca,,,2017
Suco de uva,Espanha,,,2017
Suco de uva,Estados Unidos,32691.0,40554.0,2017
Suco de uva,França,,,2017
Suco de uva,Guiana,,,2017
Suco de uva,Israel,5340.0,7399.0,2017
Suco de uva,itália,1161.0,4254.0,2017
Suco de uva,Japão,,,2017
Suco de uva,Líbano,,,2017
Suco de uva,México,,,2017
Suco de uva,Países Baixos,,,2017
Suco de uva,Panamá,,,2017
Suco de uva,Peru,38321.0,37176.0,2017
Suco de uva,Portugal,4500.0,5576.0,2017
Suco de uva,Reino Unido,,,2017
Suco de uva,Taiwan,,,2017
Suco de uva,Turquia,27816.0,19461.0,2017
Suco de uva,Uruguai,,,2017
Suco de uva,Venezuela,,,2017
Suco de uva,Outros,,,2017
Suco de uva,Total,237493.0,267330.0,2017
Vinhos de mesa,Africa do Sul,1127053.0,3574371.0,2018
Vinhos de mesa,Alemanha,142971.0,516975.0,2018
Vinhos de mesa,Argélia,,,2018
Vinhos de mesa,Arábia Saudita,563.0,3249.0,2018
Vinhos de mesa,Argentina,15221318.0,52817642.0,2018
Vinhos de mesa,Armênia,,,2018
Vinhos de mesa,Austrália,3518.0,21664.0,2018
Vinhos de mesa,Áustria,513995.0,1567866.0,2018
Vinhos de mesa,Bermudas,,,2018
Vinhos de mesa,Bélgica,163.0,1201.0,2018
Vinhos de mesa,Bolívia,,,2018
Vinhos de mesa,Bósnia-Herzegovina,,,2018
Vinhos de mesa,Brasil,18040.0,121806.0,2018
Vinhos de mesa,Bulgária,16166.0,17550.0,2018
Vinhos de mesa,Canada,301.0,17418.0,2018
Vinhos de mesa,Chile,51104825.0,144731210.0,2018
Vinhos de mesa,China,5.0,472.0,2018
Vinhos de mesa,"Coreia do Sul, República",,,2018
Vinhos de mesa,Croácia,,,2018
Vinhos de mesa,Cuba,,,2018
Vinhos de mesa,Emirados Árabes Unidos,,,2018
Vinhos de mesa,Eslovênia,20976.0,68521.0,2018
Vinhos de mesa,Eslováquia,10800.0,17938.0,2018
Vinhos de mesa,Espanha,5595268.0,19353631.0,2018
Vinhos de mesa,Estados Unidos,548655.0,2584781.0,2018
Vinhos de mesa,França,4653789.0,22688105.0,2018
Vinhos de mesa,Geórgia,8164.0,20416.0,2018
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,2018
Vinhos de mesa,Grécia,41601.0,135185.0,2018
Vinhos de mesa,Hong Kong,,,2018
Vinhos de mesa,Hungria,23742.0,113405.0,2018
Vinhos de mesa,Indonésia,36.0,210.0,2018
Vinhos de mesa,Irlanda,107.0,954.0,2018
Vinhos de mesa,Israel,40354.0,182017.0,2018
Vinhos de mesa,Itália,10154564.0,34857594.0,2018
Vinhos de mesa,Japão,,,2018
Vinhos de mesa,Iugoslávia,,,2018
Vinhos de mesa,Líbano,19742.0,150044.0,2018
Vinhos de mesa,Luxemburgo,5.0,42.0,2018
Vinhos de mesa,Macedônia,,,2018
Vinhos de mesa,Marrocos,,,2018
Vinhos de mesa,México,134.0,804.0,2018
Vinhos de mesa,Moldávia,,,2018
Vinhos de mesa,Montenegro,,,2018
Vinhos de mesa,Noruega,,,2018
Vinhos de mesa,Nova Zelândia,130854.0,686193.0,2018
Vinhos de mesa,Países Baixos (Holanda),283.0,8719.0,2018
Vinhos de mesa,Panamá,,,2018
Vinhos de mesa,Paraguai,,,2018
Vinhos de mesa,Peru,77.0,653.0,2018
Vinhos de mesa,Porto Rico,47.0,404.0,2018
Vinhos de mesa,Portugal,17698831.0,53237413.0,2018
Vinhos de mesa,Reino Unido,4126.0,51034.0,2018
Vinhos de mesa,Republica Dominicana,2.0,13.0,2018
Vinhos de mesa,Romênia,13719.0,9695.0,2018
Vinhos de mesa,Rússia,17483.0,66160.0,2018
Vinhos de mesa,San Marino,,,2018
Vinhos de mesa,Sérvia,,,2018
Vinhos de mesa,Síria,,,2018
Vinhos de mesa,Suazilândia,,,2018
Vinhos de mesa,Suíça,559.0,7647.0,2018
Vinhos de mesa,"Tcheca, República",,,2018
Vinhos de mesa,Tunísia,,,2018
Vinhos de mesa,Turquia,1591.0,1245.0,2018
Vinhos de mesa,Ucrânia,,,2018
Vinhos de mesa,Uruguai,2836574.0,8467846.0,2018
Vinhos de mesa,Não consta na tabela,,,2018
Vinhos de mesa,Não declarados,,,2018
Vinhos de mesa,Outros,,,2018
Vinhos de mesa,Total,109971001.0,346102093.0,2018
Espumantes,Africa do Sul,15368.0,74800.0,2018
Espumantes,Alemanha,18376.0,82273.0,2018
Espumantes,Argentina,706478.0,2462909.0,2018
Espumantes,Austrália,57917.0,212199.0,2018
Espumantes,Áustria,1228.0,11638.0,2018
Espumantes,Bermudas,,,2018
Espumantes,Bahamas,169.0,2283.0,2018
Espumantes,Bélgica,,,2018
Espumantes,Brasil,566215.0,162992.0,2018
Espumantes,Bulgária,,,2018
Espumantes,Canada,3852.0,109402.0,2018
Espumantes,Chile,316293.0,1312445.0,2018
Espumantes,Croácia,,,2018
Espumantes,Cuba,,,2018
Espumantes,Emirados Árabes Unidos,,,2018
Espumantes,Eslovênia,1800.0,8860.0,2018
Espumantes,Espanha,1515106.0,5707839.0,2018
Espumantes,Estados Unidos,26405.0,64081.0,2018
Espumantes,França,3637804.0,12678962.0,2018
Espumantes,Geórgia,,,2018
Espumantes,Granada,,,2018
Espumantes,Grécia,,,2018
Espumantes,Hong Kong,,,2018
Espumantes,Hungria,1802.0,5977.0,2018
Espumantes,Indonésia,35.0,271.0,2018
Espumantes,Irlanda,,,2018
Espumantes,Israel,,,2018
Espumantes,Itália,2147490.0,5947967.0,2018
Espumantes,Japão,,,2018
Espumantes,Luxemburgo,208.0,1902.0,2018
Espumantes,México,95.0,777.0,2018
Espumantes,Moldávia,,,2018
Espumantes,Nova Zelândia,,,2018
Espumantes,Países Baixos,305.0,10695.0,2018
Espumantes,Panamá,15057.0,30546.0,2018
Espumantes,Peru,,,2018
Espumantes,Portugal,128802.0,526987.0,2018
Espumantes,Reino Unido,3834.0,104831.0,2018
Espumantes,Romênia,,,2018
Espumantes,Suíça,576.0,4031.0,2018
Espumantes,Tunísia,,,2018
Espumantes,Ucrânia,,,2018
Espumantes,Uruguai,776.0,5786.0,2018
Espumantes,Não consta na tabela,,,2018
Espumantes,Não declarados,,,2018
Espumantes,Outros,,,2018
Espumantes,Total,9165991.0,29530453.0,2018
Uvas frescas,Argélia,,,2018
Uvas frescas,Argentina,1616855.0,2499358.0,2018
Uvas frescas,Brasil,,,2018
Uvas frescas,Chile,16103415.0,25237521.0,2018
Uvas frescas,Colômbia,,,2018
Uvas frescas,Egito,,,2018
Uvas frescas,Espanha,83212.0,164529.0,2018
Uvas frescas,Estados Unidos,15100.0,40981.0,2018
Uvas frescas,Grécia,,,2018
Uvas frescas,Itália,334544.0,610245.0,2018
Uvas frescas,México,,,2018
Uvas frescas,Peru,947045.0,1936467.0,2018
Uvas frescas,Paraguai,,,2018
Uvas frescas,Portugal,,,2018
Uvas frescas,Panamá,,,2018
Uvas frescas,Reino Unido,,,2018
Uvas frescas,Uruguai,,,2018
Uvas frescas,Venezuela,,,2018
Uvas frescas,Não consta na tabela,,,2018
Uvas frescas,Outros,,,2018
Uvas frescas,Total,19100171.0,30489101.0,2018
Uvas passas,Afeganistão,,,2018
Uvas passas,África do Sul,1089700.0,3106052.0,2018
Uvas passas,"Alemanha, República Democrática",,,2018
Uvas passas,Arábia Saudita,,,2018
Uvas passas,Argentina,23564519.0,43501396.0,2018
Uvas passas,Austrália,,,2018
Uvas passas,Bélgica,,,2018
Uvas passas,Chile,127231.0,290772.0,2018
Uvas passas,China,,,2018
Uvas passas,China Continental,224165.0,279253.0,2018
Uvas passas,Cingapura,,,2018
Uvas passas,Costa Rica,,,2018
Uvas passas,Emirados,,,2018
Uvas passas,Egito,,,2018
Uvas passas,Espanha,,,2018
Uvas passas,Estados Unidos,42859.0,244215.0,2018
Uvas passas,França,,,2018
Uvas passas,Grécia,1600.0,5156.0,2018
