Category,Product,Quantity (L.),Year
,VINHO DE MESA,177680331.0,1984
,Tinto,119615028.0,1984
,Branco,19502230.0,1984
,Rosado,38563073.0,1984
,VINHO FINO DE MESA (VINIFERA),48289279.0,1984
,Tinto,15777602.0,1984
,Branco,30395959.0,1984
,Rosado,2115718.0,1984
,SUCO,,1984
,Suco de uva integral,,1984
,Suco de uva concentrado,,1984
,Suco de uva adoçado,,1984
,Suco de uva orgânico,,1984
,Suco de uva reconstituído,,1984
,DERIVADOS,17331744.0,1984
,Espumante,,1984
,Espumante moscatel,,1984
,Base espumante,,1984
,Base espumante moscatel,,1984
,Base Champenoise champanha,,1984
,Base Charmat champanha,,1984
,Bebida de uva,,1984
,Polpa de uva,,1984
,Mosto simples,17331744.0,1984
,Mosto concentrado,,1984
,Mosto de uva com bagaço,,1984
,Mosto dessulfitado,,1984
,Mistelas,,1984
,Néctar de uva,,1984
,Licorosos,,1984
,Compostos,,1984
,Jeropiga,,1984
,Filtrado,,1984
,Frisante,,1984
,Vinho leve,,1984
,Vinho licoroso,,1984
,Brandy,,1984
,Destilado,,1984
,Bagaceira,,1984
,Licor de bagaceira,,1984
,Vinagre,,1984
,Borra líquida,,1984
,Borra seca,,1984
,Vinho Composto,,1984
,Pisco,,1984
,Vinho orgânico,,1984
,Espumante orgânico,,1984
,Destilado alcoólico simples de bagaceira,,1984
,Vinho acidificado,,1984
,Mosto parcialmente fermentado,,1984
,Outros derivados,,1984
Total,Total,243301354.0,1984
,VINHO DE MESA,275338955.0,1985
,Tinto,216732390.0,1985
,Branco,23010666.0,1985
,Rosado,35595899.0,1985
,VINHO FINO DE MESA (VINIFERA),67035393.0,1985
,Tinto,19347979.0,1985
,Branco,44679484.0,1985
,Rosado,3007930.0,1985
,SUCO,6631667.0,1985
,Suco de uva integral,3544706.0,1985
,Suco de uva concentrado,3086961.0,1985
,Suco de uva adoçado,,1985
,Suco de uva orgânico,,1985
,Suco de uva reconstituído,,1985
,DERIVADOS,17336419.0,1985
,Espumante,,1985
,Espumante moscatel,,1985
,Base espumante,,1985
,Base espumante moscatel,,1985
,Base Champenoise champanha,,1985
,Base Charmat champanha,,1985
,Bebida de uva,,1985
,Polpa de uva,,1985
,Mosto simples,10637557.0,1985
,Mosto concentrado,354707.0,1985
,Mosto de uva com bagaço,,1985
,Mosto dessulfitado,,1985
,Mistelas,,1985
,Néctar de uva,,1985
,Licorosos,,1985
,Compostos,,1985
,Jeropiga,234500.0,1985
,Filtrado,,1985
,Frisante,,1985
,Vinho leve,,1985
,Vinho licoroso,,1985
,Brandy,13000.0,1985
,Destilado,342650.0,1985
,Bagaceira,299500.0,1985
,Licor de bagaceira,,1985
,Vinagre,104707.0,1985
,Borra líquida,5095798.0,1985
,Borra seca,,1985
,Vinho Composto,,1985
,Pisco,,1985
,Vinho orgânico,254000.0,1985
,Espumante orgânico,,1985
,Destilado alcoólico simples de bagaceira,,1985
,Vinho acidificado,,1985
,Mosto parcialmente fermentado,,1985
,Outros derivados,,1985
Total,Total,366342434.0,1985
,VINHO DE MESA,157711522.0,1986
,Tinto,118766694.0,1986
,Branco,16872183.0,1986
,Rosado,22072645.0,1986
,VINHO FINO DE MESA (VINIFERA),48559180.0,1986
,Tinto,12282967.0,1986
,Branco,34794145.0,1986
,Rosado,1482068.0,1986
,SUCO,4313768.0,1986
,Suco de uva integral,2116507.0,1986
,Suco de uva concentrado,2197261.0,1986
,Suco de uva adoçado,,1986
,Suco de uva orgânico,,1986
,Suco de uva reconstituído,,1986
,DERIVADOS,14785645.0,1986
,Espumante,,1986
,Espumante moscatel,,1986
,Base espumante,,1986
,Base espumante moscatel,,1986
,Base Champenoise champanha,,1986
,Base Charmat champanha,,1986
,Bebida de uva,,1986
,Polpa de uva,,1986
,Mosto simples,7031320.0,1986
,Mosto concentrado,295800.0,1986
,Mosto de uva com bagaço,,1986
,Mosto dessulfitado,,1986
,Mistelas,378400.0,1986
,Néctar de uva,,1986
,Licorosos,,1986
,Compostos,,1986
,Jeropiga,173000.0,1986
,Filtrado,,1986
,Frisante,,1986
,Vinho leve,,1986
,Vinho licoroso,,1986
,Brandy,,1986
,Destilado,222230.0,1986
,Bagaceira,156100.0,1986
,Licor de bagaceira,,1986
,Vinagre,,1986
,Borra líquida,6357648.0,1986
,Borra seca,,1986
,Vinho Composto,,1986
,Pisco,,1986
,Vinho orgânico,171147.0,1986
,Espumante orgânico,,1986
,Destilado alcoólico simples de bagaceira,,1986
,Vinho acidificado,,1986
,Mosto parcialmente fermentado,,1986
,Outros derivados,,1986
Total,Total,225370115.0,1986
,VINHO DE MESA,150467184.0,1987
,Tinto,97841160.0,1987
,Branco,27497857.0,1987
,Rosado,25128167.0,1987
,VINHO FINO DE MESA (VINIFERA),47301266.0,1987
,Tinto,10920073.0,1987
,Branco,35432544.0,1987
,Rosado,948649.0,1987
,SUCO,5469016.0,1987
,Suco de uva integral,2262240.0,1987
,Suco de uva concentrado,3206776.0,1987
,Suco de uva adoçado,,1987
,Suco de uva orgânico,,1987
,Suco de uva reconstituído,,1987
,DERIVADOS,14905862.0,1987
,Espumante,,1987
,Espumante moscatel,,1987
,Base espumante,,1987
,Base espumante moscatel,,1987
,Base Champenoise champanha,,1987
,Base Charmat champanha,,1987
,Bebida de uva,,1987
,Polpa de uva,,1987
,Mosto simples,7821040.0,1987
,Mosto concentrado,400500.0,1987
,Mosto de uva com bagaço,,1987
,Mosto dessulfitado,,1987
,Mistelas,402600.0,1987
,Néctar de uva,,1987
,Licorosos,,1987
,Compostos,,1987
,Jeropiga,122000.0,1987
,Filtrado,,1987
,Frisante,,1987
,Vinho leve,,1987
,Vinho licoroso,,1987
,Brandy,,1987
,Destilado,472576.0,1987
,Bagaceira,325600.0,1987
,Licor de bagaceira,,1987
,Vinagre,,1987
,Borra líquida,5142446.0,1987
,Borra seca,,1987
,Vinho Composto,,1987
,Pisco,,1987
,Vinho orgânico,219100.0,1987
,Espumante orgânico,,1987
,Destilado alcoólico simples de bagaceira,,1987
,Vinho acidificado,,1987
,Mosto parcialmente fermentado,,1987
,Outros derivados,,1987
Total,Total,218143328.0,1987
,VINHO DE MESA,244791058.0,1988
,Tinto,173747942.0,1988
,Branco,32660045.0,1988
,Rosado,38383071.0,1988
,VINHO FINO DE MESA (VINIFERA),76560765.0,1988
,Tinto,18690518.0,1988
,Branco,56441847.0,1988
,Rosado,1428400.0,1988
,SUCO,7586870.0,1988
,Suco de uva integral,2018000.0,1988
,Suco de uva concentrado,5568870.0,1988
,Suco de uva adoçado,,1988
,Suco de uva orgânico,,1988
,Suco de uva reconstituído,,1988
,DERIVADOS,19644584.0,1988
,Espumante,76000.0,1988
,Espumante moscatel,,1988
,Base espumante,,1988
,Base espumante moscatel,,1988
,Base Champenoise champanha,,1988
,Base Charmat champanha,,1988
,Bebida de uva,,1988
,Polpa de uva,,1988
,Mosto simples,16544460.0,1988
,Mosto concentrado,384200.0,1988
,Mosto de uva com bagaço,,1988
,Mosto dessulfitado,,1988
,Mistelas,196000.0,1988
,Néctar de uva,,1988
,Licorosos,3000.0,1988
,Compostos,2000.0,1988
,Jeropiga,61000.0,1988
,Filtrado,88000.0,1988
,Frisante,,1988
,Vinho leve,,1988
,Vinho licoroso,,1988
,Brandy,5216.0,1988
,Destilado,287220.0,1988
,Bagaceira,29000.0,1988
,Licor de bagaceira,,1988
,Vinagre,,1988
,Borra líquida,1953488.0,1988
,Borra seca,,1988
,Vinho Composto,,1988
,Pisco,,1988
,Vinho orgânico,15000.0,1988
,Espumante orgânico,,1988
,Destilado alcoólico simples de bagaceira,,1988
,Vinho acidificado,,1988
,Mosto parcialmente fermentado,,1988
,Outros derivados,,1988
Total,Total,348583277.0,1988
,VINHO DE MESA,181801961.0,1989
,Tinto,136931173.0,1989
,Branco,24603265.0,1989
,Rosado,20267523.0,1989
,VINHO FINO DE MESA (VINIFERA),72772144.0,1989
,Tinto,16140751.0,1989
,Branco,54983093.0,1989
,Rosado,1648300.0,1989
,SUCO,6923183.0,1989
,Suco de uva integral,2824600.0,1989
,Suco de uva concentrado,4098583.0,1989
,Suco de uva adoçado,,1989
,Suco de uva orgânico,,1989
,Suco de uva reconstituído,,1989
,DERIVADOS,12004574.0,1989
,Espumante,,1989
,Espumante moscatel,,1989
,Base espumante,,1989
,Base espumante moscatel,,1989
,Base Champenoise champanha,,1989
,Base Charmat champanha,,1989
,Bebida de uva,,1989
,Polpa de uva,,1989
,Mosto simples,8141100.0,1989
,Mosto concentrado,732470.0,1989
,Mosto de uva com bagaço,,1989
,Mosto dessulfitado,,1989
,Mistelas,32000.0,1989
,Néctar de uva,,1989
,Licorosos,20000.0,1989
,Compostos,1900.0,1989
,Jeropiga,42000.0,1989
,Filtrado,39000.0,1989
,Frisante,,1989
,Vinho leve,249000.0,1989
,Vinho licoroso,,1989
,Brandy,6500.0,1989
,Destilado,176800.0,1989
,Bagaceira,52000.0,1989
,Licor de bagaceira,,1989
,Vinagre,,1989
,Borra líquida,2426804.0,1989
,Borra seca,,1989
,Vinho Composto,,1989
,Pisco,,1989
,Vinho orgânico,85000.0,1989
,Espumante orgânico,,1989
,Destilado alcoólico simples de bagaceira,,1989
,Vinho acidificado,,1989
,Mosto parcialmente fermentado,,1989
,Outros derivados,,1989
Total,Total,273501862.0,1989
,VINHO DE MESA,210548199.0,1990
,Tinto,154359897.0,1990
,Branco,33512030.0,1990
,Rosado,22676272.0,1990
,VINHO FINO DE MESA (VINIFERA),73689124.0,1990
,Tinto,17750504.0,1990
,Branco,52080420.0,1990
,Rosado,3858200.0,1990
,SUCO,10423252.0,1990
,Suco de uva integral,2848560.0,1990
,Suco de uva concentrado,7574692.0,1990
,Suco de uva adoçado,,1990
,Suco de uva orgânico,,1990
,Suco de uva reconstituído,,1990
,DERIVADOS,16191621.0,1990
,Espumante,,1990
,Espumante moscatel,,1990
,Base espumante,,1990
,Base espumante moscatel,,1990
,Base Champenoise champanha,,1990
,Base Charmat champanha,,1990
,Bebida de uva,,1990
,Polpa de uva,,1990
,Mosto simples,13307690.0,1990
,Mosto concentrado,1098250.0,1990
,Mosto de uva com bagaço,,1990
,Mosto dessulfitado,,1990
,Mistelas,149000.0,1990
,Néctar de uva,,1990
,Licorosos,24300.0,1990
,Compostos,,1990
,Jeropiga,,1990
,Filtrado,11000.0,1990
,Frisante,,1990
,Vinho leve,264000.0,1990
,Vinho licoroso,,1990
,Brandy,,1990
,Destilado,,1990
,Bagaceira,55000.0,1990
,Licor de bagaceira,,1990
,Vinagre,,1990
,Borra líquida,1282381.0,1990
,Borra seca,,1990
,Vinho Composto,,1990
,Pisco,,1990
,Vinho orgânico,,1990
,Espumante orgânico,,1990
,Destilado alcoólico simples de bagaceira,,1990
,Vinho acidificado,,1990
,Mosto parcialmente fermentado,,1990
,Outros derivados,,1990
Total,Total,310852196.0,1990
,VINHO DE MESA,126768254.0,1991
,Tinto,90320836.0,1991
,Branco,25046588.0,1991
,Rosado,11400830.0,1991
,VINHO FINO DE MESA (VINIFERA),45519167.0,1991
,Tinto,12001895.0,1991
,Branco,33307472.0,1991
,Rosado,209800.0,1991
,SUCO,11324462.0,1991
,Suco de uva integral,3609000.0,1991
,Suco de uva concentrado,7715462.0,1991
,Suco de uva adoçado,,1991
,Suco de uva orgânico,,1991
,Suco de uva reconstituído,,1991
,DERIVADOS,20352398.0,1991
,Espumante,,1991
,Espumante moscatel,,1991
,Base espumante,,1991
,Base espumante moscatel,,1991
,Base Champenoise champanha,,1991
,Base Charmat champanha,,1991
,Bebida de uva,,1991
,Polpa de uva,,1991
,Mosto simples,17407568.0,1991
,Mosto concentrado,921400.0,1991
,Mosto de uva com bagaço,,1991
,Mosto dessulfitado,,1991
,Mistelas,,1991
,Néctar de uva,,1991
,Licorosos,11500.0,1991
,Compostos,,1991
,Jeropiga,,1991
,Filtrado,18000.0,1991
,Frisante,,1991
,Vinho leve,192800.0,1991
,Vinho licoroso,,1991
,Brandy,,1991
,Destilado,,1991
,Bagaceira,15000.0,1991
,Licor de bagaceira,,1991
,Vinagre,,1991
,Borra líquida,1649130.0,1991
,Borra seca,,1991
,Vinho Composto,,1991
,Pisco,,1991
,Vinho orgânico,137000.0,1991
,Espumante orgânico,,1991
,Destilado alcoólico simples de bagaceira,,1991
,Vinho acidificado,,1991
,Mosto parcialmente fermentado,,1991
,Outros derivados,,1991
Total,Total,203964281.0,1991
,VINHO DE MESA,163248419.0,1992
,Tinto,118638894.0,1992
,Branco,25446255.0,1992
,Rosado,19163270.0,1992
,VINHO FINO DE MESA (VINIFERA),52612778.0,1992
,Tinto,13449911.0,1992
,Branco,38856367.0,1992
,Rosado,306500.0,1992
,SUCO,10797624.0,1992
,Suco de uva integral,4033698.0,1992
,Suco de uva concentrado,6763926.0,1992
,Suco de uva adoçado,,1992
,Suco de uva orgânico,,1992
,Suco de uva reconstituído,,1992
,DERIVADOS,29469940.0,1992
,Espumante,11000.0,1992
,Espumante moscatel,,1992
,Base espumante,,1992
,Base espumante moscatel,,1992
,Base Champenoise champanha,,1992
,Base Charmat champanha,,1992
,Bebida de uva,,1992
,Polpa de uva,,1992
,Mosto simples,27491540.0,1992
,Mosto concentrado,288900.0,1992
,Mosto de uva com bagaço,,1992
,Mosto dessulfitado,,1992
,Mistelas,,1992
,Néctar de uva,,1992
,Licorosos,7800.0,1992
,Compostos,,1992
,Jeropiga,60000.0,1992
,Filtrado,11000.0,1992
,Frisante,,1992
,Vinho leve,144500.0,1992
,Vinho licoroso,,1992
,Brandy,,1992
,Destilado,,1992
,Bagaceira,10000.0,1992
,Licor de bagaceira,,1992
,Vinagre,45000.0,1992
,Borra líquida,1400200.0,1992
,Borra seca,,1992
,Vinho Composto,,1992
,Pisco,,1992
,Vinho orgânico,,1992
,Espumante orgânico,,1992
,Destilado alcoólico simples de bagaceira,,1992
,Vinho acidificado,,1992
,Mosto parcialmente fermentado,,1992
,Outros derivados,,1992
Total,Total,256128761.0,1992
,VINHO DE MESA,171754995.0,1993
,Tinto,125172218.0,1993
,Branco,31986075.0,1993
,Rosado,14596702.0,1993
,VINHO FINO DE MESA (VINIFERA),53054225.0,1993
,Tinto,12119485.0,1993
,Branco,40415898.0,1993
,Rosado,518842.0,1993
,SUCO,12031753.0,1993
,Suco de uva integral,3800800.0,1993
,Suco de uva concentrado,8230953.0,1993
,Suco de uva adoçado,,1993
,Suco de uva orgânico,,1993
,Suco de uva reconstituído,,1993
,DERIVADOS,17573100.0,1993
,Espumante,,1993
,Espumante moscatel,,1993
,Base espumante,,1993
,Base espumante moscatel,,1993
,Base Champenoise champanha,,1993
,Base Charmat champanha,,1993
,Bebida de uva,,1993
,Polpa de uva,,1993
,Mosto simples,17218000.0,1993
,Mosto concentrado,355100.0,1993
,Mosto de uva com bagaço,,1993
,Mosto dessulfitado,,1993
,Mistelas,,1993
,Néctar de uva,,1993
,Licorosos,,1993
,Compostos,,1993
,Jeropiga,,1993
,Filtrado,,1993
,Frisante,,1993
,Vinho leve,,1993
,Vinho licoroso,,1993
,Brandy,,1993
,Destilado,,1993
,Bagaceira,,1993
,Licor de bagaceira,,1993
,Vinagre,,1993
,Borra líquida,,1993
,Borra seca,,1993
,Vinho Composto,,1993
,Pisco,,1993
,Vinho orgânico,,1993
,Espumante orgânico,,1993
,Destilado alcoólico simples de bagaceira,,1993
,Vinho acidificado,,1993
,Mosto parcialmente fermentado,,1993
,Outros derivados,,1993
Total,Total,254414073.0,1993
,VINHO DE MESA,202073263.0,1994
,Tinto,161479717.0,1994
,Branco,28291853.0,1994
,Rosado,12301693.0,1994
,VINHO FINO DE MESA (VINIFERA),58733741.0,1994
,Tinto,15646861.0,1994
,Branco,42419680.0,1994
,Rosado,667200.0,1994
,SUCO,13343721.0,1994
,Suco de uva integral,3884000.0,1994
,Suco de uva concentrado,9459721.0,1994
,Suco de uva adoçado,,1994
,Suco de uva orgânico,,1994
,Suco de uva reconstituído,,1994
,DERIVADOS,16053642.0,1994
,Espumante,,1994
,Espumante moscatel,,1994
,Base espumante,,1994
,Base espumante moscatel,,1994
,Base Champenoise champanha,,1994
,Base Charmat champanha,,1994
,Bebida de uva,,1994
,Polpa de uva,,1994
,Mosto simples,10972700.0,1994
,Mosto concentrado,335500.0,1994
,Mosto de uva com bagaço,,1994
,Mosto dessulfitado,,1994
,Mistelas,,1994
,Néctar de uva,,1994
,Licorosos,,1994
,Compostos,,1994
,Jeropiga,,1994
,Filtrado,,1994
,Frisante,,1994
,Vinho leve,,1994
,Vinho licoroso,,1994
,Brandy,,1994
,Destilado,,1994
,Bagaceira,,1994
,Licor de bagaceira,,1994
,Vinagre,,1994
,Borra líquida,,1994
,Borra seca,,1994
,Vinho Composto,,1994
,Pisco,,1994
,Vinho orgânico,4745442.0,1994
,Espumante orgânico,,1994
,Destilado alcoólico simples de bagaceira,,1994
,Vinho acidificado,,1994
,Mosto parcialmente fermentado,,1994
,Outros derivados,,1994
Total,Total,290204367.0,1994
,VINHO DE MESA,214788304.0,1995
,Tinto,167174017.0,1995
,Branco,15472732.0,1995
,Rosado,32141555.0,1995
,VINHO FINO DE MESA (VINIFERA),47126229.0,1995
,Tinto,11924291.0,1995
,Branco,34209738.0,1995
,Rosado,992200.0,1995
,SUCO,12893959.0,1995
,Suco de uva integral,4123776.0,1995
,Suco de uva concentrado,8770183.0,1995
,Suco de uva adoçado,,1995
,Suco de uva orgânico,,1995
,Suco de uva reconstituído,,1995
,DERIVADOS,23637100.0,1995
,Espumante,,1995
,Espumante moscatel,,1995
,Base espumante,,1995
,Base espumante moscatel,,1995
,Base Champenoise champanha,,1995
,Base Charmat champanha,,1995
,Bebida de uva,,1995
,Polpa de uva,,1995
,Mosto simples,20917600.0,1995
,Mosto concentrado,265000.0,1995
,Mosto de uva com bagaço,,1995
,Mosto dessulfitado,,1995
,Mistelas,,1995
,Néctar de uva,,1995
,Licorosos,,1995
,Compostos,,1995
,Jeropiga,,1995
,Filtrado,,1995
,Frisante,,1995
,Vinho leve,,1995
,Vinho licoroso,,1995
,Brandy,,1995
,Destilado,,1995
,Bagaceira,,1995
,Licor de bagaceira,,1995
,Vinagre,,1995
,Borra líquida,,1995
,Borra seca,,1995
,Vinho Composto,,1995
,Pisco,,1995
,Vinho orgânico,2454500.0,1995
,Espumante orgânico,,1995
,Destilado alcoólico simples de bagaceira,,1995
,Vinho acidificado,,1995
,Mosto parcialmente fermentado,,1995
,Outros derivados,,1995
Total,Total,298445592.0,1995
,VINHO DE MESA,152917771.0,1996
,Tinto,115896909.0,1996
,Branco,24073622.0,1996
,Rosado,12947240.0,1996
,VINHO FINO DE MESA (VINIFERA),45325058.0,1996
,Tinto,12819866.0,1996
,Branco,31893892.0,1996
,Rosado,611300.0,1996
,SUCO,9189900.0,1996
,Suco de uva integral,2407900.0,1996
,Suco de uva concentrado,6782000.0,1996
,Suco de uva adoçado,,1996
,Suco de uva orgânico,,1996
,Suco de uva reconstituído,,1996
,DERIVADOS,12754798.0,1996
,Espumante,,1996
,Espumante moscatel,,1996
,Base espumante,,1996
,Base espumante moscatel,,1996
,Base Champenoise champanha,,1996
,Base Charmat champanha,,1996
,Bebida de uva,,1996
,Polpa de uva,,1996
,Mosto simples,12111372.0,1996
,Mosto concentrado,292000.0,1996
,Mosto de uva com bagaço,,1996
,Mosto dessulfitado,,1996
,Mistelas,,1996
,Néctar de uva,,1996
,Licorosos,,1996
,Compostos,,1996
,Jeropiga,,1996
,Filtrado,,1996
,Frisante,,1996
,Vinho leve,,1996
,Vinho licoroso,,1996
,Brandy,,1996
,Destilado,,1996
,Bagaceira,,1996
,Licor de bagaceira,,1996
,Vinagre,,1996
,Borra líquida,,1996
,Borra seca,,1996
,Vinho Composto,,1996
,Pisco,,1996
,Vinho orgânico,351426.0,1996
,Espumante orgânico,,1996
,Destilado alcoólico simples de bagaceira,,1996
,Vinho acidificado,,1996
,Mosto parcialmente fermentado,,1996
,Outros derivados,,1996
Total,Total,220187527.0,1996
,VINHO DE MESA,182816047.0,1997
,Tinto,116458841.0,1997
,Branco,41842945.0,1997
,Rosado,24514261.0,1997
,VINHO FINO DE MESA (VINIFERA),46988414.0,1997
,Tinto,12590647.0,1997
,Branco,33792167.0,1997
,Rosado,605600.0,1997
,SUCO,13409014.0,1997
,Suco de uva integral,2884969.0,1997
,Suco de uva concentrado,10524045.0,1997
,Suco de uva adoçado,,1997
,Suco de uva orgânico,,1997
,Suco de uva reconstituído,,1997
,DERIVADOS,24553317.0,1997
,Espumante,,1997
,Espumante moscatel,,1997
,Base espumante,,1997
,Base espumante moscatel,,1997
,Base Champenoise champanha,,1997
,Base Charmat champanha,,1997
,Bebida de uva,,1997
,Polpa de uva,,1997
,Mosto simples,19066000.0,1997
,Mosto concentrado,490000.0,1997
,Mosto de uva com bagaço,,1997
,Mosto dessulfitado,,1997
,Mistelas,,1997
,Néctar de uva,,1997
,Licorosos,,1997
,Compostos,,1997
